"Analysis";"Langauge Code";"Year";"Breakpoint 1";"Breakpoint 2";"alpha";"beta1";"beta2";"intercept"
"Double Breakpoint R";"fre-all";1823;8.74177530729261;10.282085416068;-1.04853571189654;-0.436229710696374;-0.325970503924861;17.3685608737515
"Double Breakpoint R";"fre-all";1824;8.74166067341774;10.2347279804898;-1.03914772135055;-0.418768689515215;-0.344847576810777;17.423409820681
"Double Breakpoint R";"fre-all";1825;8.69379832386851;10.1395067310504;-1.03217205136295;-0.40354984369543;-0.385028091502351;17.2708855521209
"Double Breakpoint R";"fre-all";1826;8.72515261270517;10.1746581686223;-1.03581767068431;-0.427251059346012;-0.336563137134258;17.3537813219057
"Double Breakpoint R";"fre-all";1827;8.7416607166026;10.1979655962797;-1.03911256793872;-0.454936565148171;-0.355121901930344;17.3075665790342
"Double Breakpoint R";"fre-all";1828;8.75256647556199;10.1819825547839;-1.03419672677475;-0.442948121331661;-0.34019657461582;17.3028187811737
"Double Breakpoint R";"fre-all";1829;8.69652215329432;10.2004339819472;-1.02956427519193;-0.432557484959578;-0.34522838900267;17.3643400854123
"Double Breakpoint R";"fre-all";1830;8.71452808001266;10.1742156268235;-1.02785526121618;-0.435367825244295;-0.335751238063369;17.1393787426232
"Double Breakpoint R";"fre-all";1831;8.70421970839663;10.1654275018164;-1.02516441376886;-0.432322645190325;-0.335932976133343;16.7251490627728
"Double Breakpoint R";"fre-all";1832;8.63289088605646;10.1057705884835;-1.01813595983439;-0.407532306069987;-0.358011256425385;16.7857251461011
"Double Breakpoint R";"fre-all";1833;8.67129291605968;10.1327538843135;-1.01814031437007;-0.421757662218789;-0.345118604204802;16.9264773150929
"Double Breakpoint R";"fre-all";1834;8.70729073681968;10.1832203640692;-1.02800698267609;-0.447338200513348;-0.32849245837313;17.2401831842229
"Double Breakpoint R";"fre-all";1835;8.77415704576523;10.2955286838994;-1.02800526676095;-0.441347882352302;-0.310867283144611;17.2545598012699
"Double Breakpoint R";"fre-all";1836;8.8137094491271;10.3167513577153;-1.02550263657189;-0.435113499598553;-0.288714703419703;17.2941611736764
"Double Breakpoint R";"fre-all";1837;8.72908480830612;10.2136488828108;-1.01949139190077;-0.447391268819902;-0.328813615638593;17.1999691356669
"Double Breakpoint R";"fre-all";1838;8.71178499857314;10.1729050690933;-1.02325968568816;-0.426178403126114;-0.319787880477023;17.3071661469344
"Double Breakpoint R";"fre-all";1839;8.64516853614096;10.0974773435288;-1.01160120685785;-0.38824478329986;-0.321001877829666;17.230884874299
"Double Breakpoint R";"fre-all";1840;8.66060151637564;10.121106215394;-1.01397612651688;-0.396926609981627;-0.337969783780572;17.3108420167639
"Double Breakpoint R";"fre-all";1841;8.68709313779943;10.1720233128468;-1.01399675883592;-0.398106298398426;-0.319206325503184;17.2680065412079
"Double Breakpoint R";"fre-all";1842;8.62341567738764;10.1260428934928;-1.01026254146473;-0.401893573373086;-0.351605329379987;17.2176853760187
"Double Breakpoint R";"fre-all";1843;8.65949000028161;10.1578033174008;-1.01066929751668;-0.420516377498853;-0.342714674794473;17.3482328645706
"Double Breakpoint R";"fre-all";1844;8.64178811134017;10.1741962295781;-1.00858021588933;-0.412045624537653;-0.345926304429992;17.4628816675293
