"Analysis";"Langauge Code";"Year";"Breakpoint 1";"Breakpoint 2";"alpha";"beta1";"beta2";"intercept"
"Double Breakpoint R";"eng-gb";1842;8.4115116189937;9.92634162005951;-1.00122591669991;-0.400685764416231;-0.38715407976969;17.0105060734745
"Double Breakpoint R";"eng-gb";1843;8.38878649063203;9.89181877813429;-1.00504044017991;-0.392016375018209;-0.364813537813928;17.1146854638169
"Double Breakpoint R";"eng-gb";1844;8.42321930717051;9.92079959302012;-1.00777939555767;-0.398034431041354;-0.380570465305139;17.2354405531664
"Double Breakpoint R";"eng-gb";1845;8.40287475047999;9.87716204308009;-0.999467887234124;-0.38793143914191;-0.369817694034823;17.2410008344115
"Double Breakpoint R";"eng-gb";1846;8.41491532621135;9.8717134926481;-0.992666683360381;-0.399483807075559;-0.377655591534003;17.1140662945204
"Double Breakpoint R";"eng-gb";1847;8.34799505047592;9.87162033748237;-0.987092331268849;-0.391016957444219;-0.368956785351578;17.1129848654354
"Double Breakpoint R";"eng-gb";1848;8.37396843757024;9.73737500990094;-0.993245356411953;-0.375720760003108;-0.355879266138532;17.1569288478838
"Double Breakpoint R";"eng-gb";1849;8.3714755136153;9.82974285130869;-0.986278442422204;-0.391535847655062;-0.38483092628983;17.0537594889506
"Double Breakpoint R";"eng-gb";1850;8.38670227875132;9.84029313195004;-0.988413731899396;-0.373226198967266;-0.394134967179458;17.1669251910743
"Double Breakpoint R";"eng-gb";1851;8.44407273733494;9.9725940856115;-0.993607323545639;-0.402810409192556;-0.387839689300456;17.1883806659152
"Double Breakpoint R";"eng-gb";1852;8.43914157254446;9.87533512945711;-0.993795172511829;-0.406082965232323;-0.356538279745718;17.3095231029412
"Double Breakpoint R";"eng-gb";1853;8.42599678887548;9.89981883485291;-0.994268760491848;-0.403034611897406;-0.372921077555388;17.4413000665613
"Double Breakpoint R";"eng-gb";1854;8.4761014080642;9.91947597935637;-0.993120943080323;-0.404189619160074;-0.385158502476807;17.4434550876694
"Double Breakpoint R";"eng-gb";1855;8.45269536516668;9.88269996073828;-0.988642893446004;-0.396004969284448;-0.356252432263168;17.2551960856876
"Double Breakpoint R";"eng-gb";1856;8.58377205742099;10.0388946779004;-1.00352033377453;-0.417252718235111;-0.376089594746691;17.30312019343
"Double Breakpoint R";"eng-gb";1857;8.48274687377518;9.94175813712388;-0.995138854273186;-0.379149933982065;-0.397892997181421;17.3420231179868
"Double Breakpoint R";"eng-gb";1858;8.49718317735092;10.0108246034854;-0.988277677215019;-0.394445320896421;-0.374544325017878;17.2528341648369
